participante_id,timestamp_inicio,timestamp_respuesta,timestamp_fin,edad,genero,estudios,audicion,castellano,audio_index,audio_filename,mensaje,ruido,nivel,molestia,ref_52,ref_56,ref_60,ref_64,ref_68,fuentes,afectiva_agradable,afectiva_caotico,afectiva_estimulante,afectiva_sinactividad,afectiva_calmado,afectiva_molesto,afectiva_conactividad,afectiva_monotono
6,2026-06-18T06:02:59.205Z,2026-06-18T06:10:34.555Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,4,mensaje1_voices_equal_hrtf.wav,mensaje1,voices,equal,10,0,5,4,7,3,humano,1,5,3,1,1,4,5,5
6,2026-06-18T06:02:59.205Z,2026-06-18T06:11:17.488Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,5,mensaje1_voices_low_hrtf.wav,mensaje1,voices,low,4,0,5,4,7,3,humano,4,4,3,1,1,3,5,5
6,2026-06-18T06:02:59.205Z,2026-06-18T06:11:57.106Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,6,mensaje1_voices_high_hrtf.wav,mensaje1,voices,high,9,0,5,4,7,3,humano,1,5,4,1,1,5,5,3
6,2026-06-18T06:02:59.205Z,2026-06-18T06:12:25.720Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,7,mensaje1_nature_equal_hrtf.wav,mensaje1,nature,equal,6,0,5,4,7,3,natural,2,5,3,1,1,5,5,4
6,2026-06-18T06:02:59.205Z,2026-06-18T06:13:02.601Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,8,mensaje1_nature_low_hrtf.wav,mensaje1,nature,low,5,0,5,4,7,3,natural,4,4,2,4,2,4,5,5
6,2026-06-18T06:02:59.205Z,2026-06-18T06:13:49.120Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,9,mensaje1_nature_high_hrtf.wav,mensaje1,nature,high,10,0,5,4,7,3,natural,1,5,4,1,1,5,5,3
6,2026-06-18T06:02:59.205Z,2026-06-18T06:14:44.680Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,10,mensaje2_road_equal_hrtf.wav,mensaje2,road,equal,5,0,5,4,7,3,trafico;humano,1,1,3,3,5,2,3,5
6,2026-06-18T06:02:59.205Z,2026-06-18T06:15:21.419Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,11,mensaje2_road_low_hrtf.wav,mensaje2,road,low,2,0,5,4,7,3,trafico;humano,5,1,2,2,5,1,2,5
6,2026-06-18T06:02:59.205Z,2026-06-18T06:15:59.914Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,12,mensaje2_road_high_hrtf.wav,mensaje2,road,high,7,0,5,4,7,3,trafico;humano,3,4,3,3,3,5,4,5
6,2026-06-18T06:02:59.205Z,2026-06-18T06:16:33.136Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,13,mensaje2_voices_equal_hrtf.wav,mensaje2,voices,equal,8,0,5,4,7,3,humano,1,5,4,1,1,5,5,5
6,2026-06-18T06:02:59.205Z,2026-06-18T06:17:13.882Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,14,mensaje2_voices_low_hrtf.wav,mensaje2,voices,low,5,0,5,4,7,3,humano,4,2,3,1,3,3,5,5
6,2026-06-18T06:02:59.205Z,2026-06-18T06:17:45.861Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,15,mensaje2_voices_high_hrtf.wav,mensaje2,voices,high,10,0,5,4,7,3,humano,1,5,1,1,1,5,5,1
6,2026-06-18T06:02:59.205Z,2026-06-18T06:18:39.765Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,16,mensaje2_nature_equal_hrtf.wav,mensaje2,nature,equal,6,0,5,4,7,3,humano;natural,1,5,2,1,1,5,4,4
6,2026-06-18T06:02:59.205Z,2026-06-18T06:19:11.912Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,17,mensaje2_nature_low_hrtf.wav,mensaje2,nature,low,6,0,5,4,7,3,humano;natural,2,1,2,2,2,4,3,5
6,2026-06-18T06:02:59.205Z,2026-06-18T06:19:47.205Z,2026-06-18T06:19:47.205Z,18-25,Masculino,Formacion_Profesional,No,Si,18,mensaje2_nature_high_hrtf.wav,mensaje2,nature,high,8,0,5,4,7,3,trafico;humano;natural,1,5,1,1,1,5,5,4
7,2026-06-18T06:22:28.509Z,2026-06-18T06:25:57.260Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,1,mensaje1_road_equal_hrtf.wav,mensaje1,road,equal,3,0,0,1,1,2,humano,3,1,1,4,4,3,1,1
7,2026-06-18T06:22:28.509Z,2026-06-18T06:26:43.389Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,2,mensaje1_road_low_hrtf.wav,mensaje1,road,low,3,0,0,1,1,2,trafico;humano,3,1,1,4,4,3,2,2
7,2026-06-18T06:22:28.509Z,2026-06-18T06:27:36.417Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,3,mensaje1_road_high_hrtf.wav,mensaje1,road,high,5,0,0,1,1,2,trafico;humano,2,3,3,2,3,4,4,2
7,2026-06-18T06:22:28.509Z,2026-06-18T06:28:35.763Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,4,mensaje1_voices_equal_hrtf.wav,mensaje1,voices,equal,8,0,0,1,1,2,humano,2,5,2,1,1,4,4,1
7,2026-06-18T06:22:28.509Z,2026-06-18T06:29:27.087Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,5,mensaje1_voices_low_hrtf.wav,mensaje1,voices,low,6,0,0,1,1,2,humano,2,2,1,3,3,4,3,2
7,2026-06-18T06:22:28.509Z,2026-06-18T06:30:14.857Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,6,mensaje1_voices_high_hrtf.wav,mensaje1,voices,high,10,0,0,1,1,2,humano,1,5,1,1,1,5,5,1
7,2026-06-18T06:22:28.509Z,2026-06-18T06:31:04.573Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,7,mensaje1_nature_equal_hrtf.wav,mensaje1,nature,equal,3,0,0,1,1,2,humano;natural,4,1,2,3,2,2,3,1
7,2026-06-18T06:22:28.509Z,2026-06-18T06:31:54.487Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,8,mensaje1_nature_low_hrtf.wav,mensaje1,nature,low,3,0,0,1,1,2,humano;natural,4,1,3,3,4,2,3,1
7,2026-06-18T06:22:28.509Z,2026-06-18T06:32:33.879Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,9,mensaje1_nature_high_hrtf.wav,mensaje1,nature,high,4,0,0,1,1,2,humano;natural,3,2,3,1,2,3,4,1
7,2026-06-18T06:22:28.509Z,2026-06-18T06:33:32.722Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,10,mensaje2_road_equal_hrtf.wav,mensaje2,road,equal,5,0,0,1,1,2,trafico;humano,2,3,2,4,2,4,2,3
7,2026-06-18T06:22:28.509Z,2026-06-18T06:34:18.392Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,11,mensaje2_road_low_hrtf.wav,mensaje2,road,low,4,0,0,1,1,2,trafico;humano,3,3,2,4,4,3,2,4
7,2026-06-18T06:22:28.509Z,2026-06-18T06:34:58.648Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,12,mensaje2_road_high_hrtf.wav,mensaje2,road,high,6,0,0,1,1,2,trafico;humano,2,3,2,2,2,4,3,3
7,2026-06-18T06:22:28.509Z,2026-06-18T06:35:47.106Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,13,mensaje2_voices_equal_hrtf.wav,mensaje2,voices,equal,7,0,0,1,1,2,humano,2,4,2,1,2,4,5,1
7,2026-06-18T06:22:28.509Z,2026-06-18T06:36:24.876Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,14,mensaje2_voices_low_hrtf.wav,mensaje2,voices,low,6,0,0,1,1,2,humano,3,3,1,2,2,3,3,1
7,2026-06-18T06:22:28.509Z,2026-06-18T06:36:55.168Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,15,mensaje2_voices_high_hrtf.wav,mensaje2,voices,high,9,0,0,1,1,2,humano,1,5,1,1,1,5,5,5
7,2026-06-18T06:22:28.509Z,2026-06-18T06:37:35.495Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,16,mensaje2_nature_equal_hrtf.wav,mensaje2,nature,equal,4,0,0,1,1,2,humano;natural,3,1,2,2,3,3,4,1
7,2026-06-18T06:22:28.509Z,2026-06-18T06:38:10.823Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,17,mensaje2_nature_low_hrtf.wav,mensaje2,nature,low,4,0,0,1,1,2,humano;natural,3,2,2,2,4,3,3,1
7,2026-06-18T06:22:28.509Z,2026-06-18T06:38:51.364Z,2026-06-18T06:38:51.364Z,45-55,Masculino,Doctorado,No,Si,18,mensaje2_nature_high_hrtf.wav,mensaje2,nature,high,5,0,0,1,1,2,trafico;humano,2,3,2,3,3,3,4,2
8,2026-06-18T06:45:28.868Z,2026-06-18T06:49:20.711Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,1,mensaje1_road_equal_hrtf.wav,mensaje1,road,equal,4,0,0,1,2,3,trafico;humano,2,1,3,1,2,2,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:50:03.967Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,2,mensaje1_road_low_hrtf.wav,mensaje1,road,low,3,0,0,1,2,3,trafico;humano,3,2,2,1,2,1,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:50:43.090Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,3,mensaje1_road_high_hrtf.wav,mensaje1,road,high,5,0,0,1,2,3,trafico;humano,2,3,2,1,1,3,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:51:08.143Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,4,mensaje1_voices_equal_hrtf.wav,mensaje1,voices,equal,6,0,0,1,2,3,trafico;humano,1,5,2,1,1,4,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:51:35.595Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,5,mensaje1_voices_low_hrtf.wav,mensaje1,voices,low,6,0,0,1,2,3,trafico;humano,1,4,1,1,1,4,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:52:03.455Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,6,mensaje1_voices_high_hrtf.wav,mensaje1,voices,high,9,0,0,1,2,3,trafico;humano,1,5,2,1,1,5,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:52:44.437Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,7,mensaje1_nature_equal_hrtf.wav,mensaje1,nature,equal,6,0,0,1,2,3,humano;natural,4,3,2,1,1,3,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:53:19.699Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,8,mensaje1_nature_low_hrtf.wav,mensaje1,nature,low,5,0,0,1,2,3,humano;natural,3,2,4,1,1,2,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:53:45.345Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,9,mensaje1_nature_high_hrtf.wav,mensaje1,nature,high,7,0,0,1,2,3,humano;natural,2,4,2,1,1,3,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:54:18.836Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,10,mensaje2_road_equal_hrtf.wav,mensaje2,road,equal,5,0,0,1,2,3,trafico;humano,3,1,2,1,1,2,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:54:42.115Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,11,mensaje2_road_low_hrtf.wav,mensaje2,road,low,3,0,0,1,2,3,trafico;humano,3,1,2,1,1,1,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:55:09.484Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,12,mensaje2_road_high_hrtf.wav,mensaje2,road,high,5,0,0,1,2,3,trafico;humano,2,2,1,1,1,3,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:55:39.593Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,13,mensaje2_voices_equal_hrtf.wav,mensaje2,voices,equal,7,0,0,1,2,3,humano,2,5,1,1,1,3,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:56:00.142Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,14,mensaje2_voices_low_hrtf.wav,mensaje2,voices,low,6,0,0,1,2,3,humano,1,5,1,1,1,3,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:56:18.761Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,15,mensaje2_voices_high_hrtf.wav,mensaje2,voices,high,9,0,0,1,2,3,humano,1,5,1,1,1,5,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:56:54.488Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,16,mensaje2_nature_equal_hrtf.wav,mensaje2,nature,equal,5,0,0,1,2,3,humano;natural,4,2,2,1,2,2,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:57:21.836Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,17,mensaje2_nature_low_hrtf.wav,mensaje2,nature,low,3,0,0,1,2,3,humano,4,1,3,1,2,1,5,1
8,2026-06-18T06:45:28.868Z,2026-06-18T06:57:46.960Z,2026-06-18T06:57:46.960Z,18-25,Masculino,Estudios_Universitarios,No,Si,18,mensaje2_nature_high_hrtf.wav,mensaje2,nature,high,5,0,0,1,2,3,humano;natural,3,3,2,1,1,3,5,1
9,2026-06-18T07:01:39.486Z,2026-06-18T07:05:37.255Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,1,mensaje1_road_equal_hrtf.wav,mensaje1,road,equal,6,0,0,0,0,0,humano,1,2,2,2,1,4,3,3
9,2026-06-18T07:01:39.486Z,2026-06-18T07:06:28.984Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,2,mensaje1_road_low_hrtf.wav,mensaje1,road,low,6,0,0,0,0,0,humano,2,2,3,2,2,3,2,2
9,2026-06-18T07:01:39.486Z,2026-06-18T07:07:04.107Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,3,mensaje1_road_high_hrtf.wav,mensaje1,road,high,8,0,0,0,0,0,humano,1,3,4,2,1,3,3,2
9,2026-06-18T07:01:39.486Z,2026-06-18T07:07:44.795Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,4,mensaje1_voices_equal_hrtf.wav,mensaje1,voices,equal,9,0,0,0,0,0,humano,1,4,4,1,1,4,3,2
9,2026-06-18T07:01:39.486Z,2026-06-18T07:08:20.527Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,5,mensaje1_voices_low_hrtf.wav,mensaje1,voices,low,7,0,0,0,0,0,humano,1,3,4,2,1,4,3,2
9,2026-06-18T07:01:39.486Z,2026-06-18T07:08:53.143Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,6,mensaje1_voices_high_hrtf.wav,mensaje1,voices,high,10,0,0,0,0,0,humano,1,5,5,1,1,5,4,1
9,2026-06-18T07:01:39.486Z,2026-06-18T07:09:44.497Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,7,mensaje1_nature_equal_hrtf.wav,mensaje1,nature,equal,2,0,0,0,0,0,humano;natural,3,2,2,2,3,2,3,2
9,2026-06-18T07:01:39.486Z,2026-06-18T07:10:28.855Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,8,mensaje1_nature_low_hrtf.wav,mensaje1,nature,low,1,0,0,0,0,0,humano;natural,4,1,2,2,4,1,3,2
9,2026-06-18T07:01:39.486Z,2026-06-18T07:11:11.348Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,9,mensaje1_nature_high_hrtf.wav,mensaje1,nature,high,8,0,0,0,0,0,humano;natural,1,4,4,1,2,4,3,2
9,2026-06-18T07:01:39.486Z,2026-06-18T07:11:55.697Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,10,mensaje2_road_equal_hrtf.wav,mensaje2,road,equal,1,0,0,0,0,0,humano,3,1,1,2,2,2,1,4
9,2026-06-18T07:01:39.486Z,2026-06-18T07:12:38.830Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,11,mensaje2_road_low_hrtf.wav,mensaje2,road,low,4,0,0,0,0,0,humano,3,1,2,2,3,2,3,3
9,2026-06-18T07:01:39.486Z,2026-06-18T07:13:19.509Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,12,mensaje2_road_high_hrtf.wav,mensaje2,road,high,7,0,0,0,0,0,trafico;humano,1,2,3,2,1,3,3,2
9,2026-06-18T07:01:39.486Z,2026-06-18T07:13:56.410Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,13,mensaje2_voices_equal_hrtf.wav,mensaje2,voices,equal,9,0,0,0,0,0,humano,1,5,5,1,1,4,4,1
9,2026-06-18T07:01:39.486Z,2026-06-18T07:14:57.983Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,14,mensaje2_voices_low_hrtf.wav,mensaje2,voices,low,3,0,0,0,0,0,humano,3,3,3,1,1,2,4,1
9,2026-06-18T07:01:39.486Z,2026-06-18T07:15:22.457Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,15,mensaje2_voices_high_hrtf.wav,mensaje2,voices,high,10,0,0,0,0,0,humano,1,5,5,1,1,5,5,1
9,2026-06-18T07:01:39.486Z,2026-06-18T07:16:16.566Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,16,mensaje2_nature_equal_hrtf.wav,mensaje2,nature,equal,3,0,0,0,0,0,humano;natural,2,2,3,2,3,2,4,2
9,2026-06-18T07:01:39.486Z,2026-06-18T07:16:49.600Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,17,mensaje2_nature_low_hrtf.wav,mensaje2,nature,low,5,0,0,0,0,0,humano;natural,2,2,3,2,2,4,3,2
9,2026-06-18T07:01:39.486Z,2026-06-18T07:17:24.279Z,2026-06-18T07:17:24.280Z,18-25,Masculino,Bachillerato,No,Si,18,mensaje2_nature_high_hrtf.wav,mensaje2,nature,high,8,0,0,0,0,0,humano;natural,1,4,4,1,2,4,4,1
10,2026-06-18T07:23:40.450Z,2026-06-18T07:28:07.707Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,1,mensaje1_road_equal_hrtf.wav,mensaje1,road,equal,5,1,1,2,2,5,trafico;humano,2,3,4,4,2,4,2,3
10,2026-06-18T07:23:40.450Z,2026-06-18T07:29:07.917Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,2,mensaje1_road_low_hrtf.wav,mensaje1,road,low,5,1,1,2,2,5,trafico;humano,2,4,4,2,2,4,4,3
10,2026-06-18T07:23:40.450Z,2026-06-18T07:30:13.796Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,3,mensaje1_road_high_hrtf.wav,mensaje1,road,high,7,1,1,2,2,5,trafico;humano,2,4,5,1,1,2,4,3
10,2026-06-18T07:23:40.450Z,2026-06-18T07:31:37.026Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,4,mensaje1_voices_equal_hrtf.wav,mensaje1,voices,equal,7,1,1,2,2,5,humano,2,5,4,1,1,4,5,3
10,2026-06-18T07:23:40.450Z,2026-06-18T07:32:51.491Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,5,mensaje1_voices_low_hrtf.wav,mensaje1,voices,low,6,1,1,2,2,5,humano,2,4,4,2,2,4,4,3
10,2026-06-18T07:23:40.450Z,2026-06-18T07:34:06.623Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,6,mensaje1_voices_high_hrtf.wav,mensaje1,voices,high,8,1,1,2,2,5,humano,1,4,4,1,2,5,5,2
10,2026-06-18T07:23:40.450Z,2026-06-18T07:35:46.073Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,7,mensaje1_nature_equal_hrtf.wav,mensaje1,nature,equal,5,1,1,2,2,5,humano;natural,3,1,3,2,3,2,4,2
10,2026-06-18T07:23:40.450Z,2026-06-18T07:36:28.461Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,8,mensaje1_nature_low_hrtf.wav,mensaje1,nature,low,4,1,1,2,2,5,humano;natural,3,1,3,3,3,2,3,3
10,2026-06-18T07:23:40.450Z,2026-06-18T07:37:26.905Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,9,mensaje1_nature_high_hrtf.wav,mensaje1,nature,high,7,1,1,2,2,5,trafico;humano;natural,1,4,3,1,2,4,5,2
10,2026-06-18T07:23:40.450Z,2026-06-18T07:38:50.207Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,10,mensaje2_road_equal_hrtf.wav,mensaje2,road,equal,3,1,1,2,2,5,trafico;humano,3,1,3,4,3,2,2,4
10,2026-06-18T07:23:40.450Z,2026-06-18T07:39:43.624Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,11,mensaje2_road_low_hrtf.wav,mensaje2,road,low,2,1,1,2,2,5,trafico;humano,3,1,2,4,4,1,2,4
10,2026-06-18T07:23:40.450Z,2026-06-18T07:40:31.160Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,12,mensaje2_road_high_hrtf.wav,mensaje2,road,high,5,1,1,2,2,5,trafico;humano,1,2,4,3,2,4,3,4
10,2026-06-18T07:23:40.450Z,2026-06-18T07:41:30.130Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,13,mensaje2_voices_equal_hrtf.wav,mensaje2,voices,equal,6,1,1,2,2,5,humano,1,4,4,1,2,4,5,2
10,2026-06-18T07:23:40.450Z,2026-06-18T07:42:22.327Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,14,mensaje2_voices_low_hrtf.wav,mensaje2,voices,low,5,1,1,2,2,5,humano,1,4,4,2,2,3,4,3
10,2026-06-18T07:23:40.450Z,2026-06-18T07:43:02.229Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,15,mensaje2_voices_high_hrtf.wav,mensaje2,voices,high,9,1,1,2,2,5,humano,1,5,4,1,1,5,5,1
10,2026-06-18T07:23:40.450Z,2026-06-18T07:43:52.723Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,16,mensaje2_nature_equal_hrtf.wav,mensaje2,nature,equal,3,1,1,2,2,5,trafico;humano;natural,3,2,2,2,4,2,4,3
10,2026-06-18T07:23:40.450Z,2026-06-18T07:44:48.045Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,17,mensaje2_nature_low_hrtf.wav,mensaje2,nature,low,3,1,1,2,2,5,humano;natural,4,2,3,2,4,2,4,4
10,2026-06-18T07:23:40.450Z,2026-06-18T07:45:28.638Z,2026-06-18T07:45:28.638Z,45-55,Masculino,Doctorado,No,Si,18,mensaje2_nature_high_hrtf.wav,mensaje2,nature,high,7,1,1,2,2,5,trafico;humano;natural,1,5,5,5,1,4,1,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:20:27.752Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,1,mensaje1_road_equal_hrtf.wav,mensaje1,road,equal,2,0,0,0,0,1,trafico;humano,1,1,1,1,2,1,1,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:21:26.825Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,2,mensaje1_road_low_hrtf.wav,mensaje1,road,low,0,0,0,0,0,1,trafico;humano,1,1,1,1,2,1,1,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:22:11.696Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,3,mensaje1_road_high_hrtf.wav,mensaje1,road,high,1,0,0,0,0,1,trafico;humano,1,1,1,1,2,1,1,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:22:59.857Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,4,mensaje1_voices_equal_hrtf.wav,mensaje1,voices,equal,1,0,0,0,0,1,trafico;humano,1,2,1,1,1,2,2,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:23:39.484Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,5,mensaje1_voices_low_hrtf.wav,mensaje1,voices,low,1,0,0,0,0,1,trafico;humano,1,2,1,1,2,1,2,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:24:19.230Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,6,mensaje1_voices_high_hrtf.wav,mensaje1,voices,high,2,0,0,0,0,1,humano,1,2,1,1,1,2,3,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:25:21.574Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,7,mensaje1_nature_equal_hrtf.wav,mensaje1,nature,equal,0,0,0,0,0,1,humano;natural,2,1,1,1,2,1,1,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:26:04.171Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,8,mensaje1_nature_low_hrtf.wav,mensaje1,nature,low,1,0,0,0,0,1,humano;natural,2,1,1,1,1,2,2,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:26:52.902Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,9,mensaje1_nature_high_hrtf.wav,mensaje1,nature,high,1,0,0,0,0,1,trafico;humano;natural,2,1,1,2,2,2,1,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:27:39.181Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,10,mensaje2_road_equal_hrtf.wav,mensaje2,road,equal,1,0,0,0,0,1,trafico;humano,2,1,1,2,2,2,2,1
11,2026-06-18T08:16:31.191Z,2026-06-18T08:28:22.476Z,2026-06-18T08:32:39.883Z,55-65,Masculino,Estudios_Universitarios,No,Si,11,mensaje2_road_low_hrtf.wav,mensaje2,road,low,1,0,0,0,0,1,trafico;humano;natural,2,1,1,1,2,1,2,1
